relative_path,source_file,page,page_count,char_count,reason
RNCE_19_Juillet_2023.pdf,RNCE_19_Juillet_2023.pdf,266,275,9,too_few_text_chars
RNCE_19_Juillet_2023.pdf,RNCE_19_Juillet_2023.pdf,275,275,0,empty_text
RRCBE_v6_01012023_version_enrichie.pdf,RRCBE_v6_01012023_version_enrichie.pdf,2,224,0,empty_text
RRCBE_v6_01012023_version_enrichie.pdf,RRCBE_v6_01012023_version_enrichie.pdf,128,224,1,too_few_text_chars
RRCBE_v6_01012023_version_enrichie.pdf,RRCBE_v6_01012023_version_enrichie.pdf,160,224,3,too_few_text_chars
RRCBE_v6_01012023_version_enrichie.pdf,RRCBE_v6_01012023_version_enrichie.pdf,223,224,0,empty_text
RRCBE_v6_01012023_version_enrichie.pdf,RRCBE_v6_01012023_version_enrichie.pdf,224,224,0,empty_text
Rapport n°1_Conséquences et enseignements de la guerre en Ukraine pour la politique de défense américaine.pdf,Rapport n°1_Conséquences et enseignements de la guerre en Ukraine pour la politique de défense américaine.pdf,6,85,0,empty_text
Rapport n°1_Conséquences et enseignements de la guerre en Ukraine pour la politique de défense américaine.pdf,Rapport n°1_Conséquences et enseignements de la guerre en Ukraine pour la politique de défense américaine.pdf,10,85,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,2,66,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,7,66,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,10,66,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,11,66,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,38,66,0,empty_text
Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,Stratégie nationale de lutte contre les manipulations de l'information_FR.pdf,65,66,0,empty_text
VIGINUM_rapport_activité_24_vd.pdf,VIGINUM_rapport_activité_24_vd.pdf,4,32,0,empty_text
VIGINUM_rapport_activité_24_vd.pdf,VIGINUM_rapport_activité_24_vd.pdf,31,32,0,empty_text
VIGINUM_rapport_activité_24_vd.pdf,VIGINUM_rapport_activité_24_vd.pdf,32,32,0,empty_text
bem-48.pdf,bem-48.pdf,1,88,0,empty_text
bem-48.pdf,bem-48.pdf,3,88,0,empty_text
bem-48.pdf,bem-48.pdf,5,88,0,empty_text
bem-48.pdf,bem-48.pdf,21,88,0,empty_text
bem-48.pdf,bem-48.pdf,29,88,0,empty_text
bem-48.pdf,bem-48.pdf,43,88,0,empty_text
bem-48.pdf,bem-48.pdf,65,88,0,empty_text
bem-48.pdf,bem-48.pdf,73,88,0,empty_text
bem-48.pdf,bem-48.pdf,79,88,0,empty_text
bem-48.pdf,bem-48.pdf,88,88,0,empty_text
caia-125-bd-ok.pdf,caia-125-bd-ok.pdf,103,104,0,empty_text
"l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf","l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf",16,139,0,empty_text
"l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf","l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf",28,139,0,empty_text
"l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf","l'EPS 2021-08 M2MC enjeux, opportunités et risques à l'horizon 2035-2040.pdf",56,139,0,empty_text
l15b4320_rapport-information.pdf,l15b4320_rapport-information.pdf,12,117,0,empty_text
l15b4320_rapport-information.pdf,l15b4320_rapport-information.pdf,48,117,0,empty_text
l15b4320_rapport-information.pdf,l15b4320_rapport-information.pdf,84,117,0,empty_text
l15b4320_rapport-information.pdf,l15b4320_rapport-information.pdf,114,117,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,2,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,8,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,32,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,102,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,114,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,118,130,0,empty_text
l16b1454_rapport-information.pdf,l16b1454_rapport-information.pdf,120,130,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,2,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,8,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,14,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,58,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,128,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,206,268,0,empty_text
l17b2048-tvii_rapport-avis.pdf,l17b2048-tvii_rapport-avis.pdf,266,268,0,empty_text
unmanned_vehicles_size.pdf,unmanned_vehicles_size.pdf,1,1,0,empty_text
